prastika_n_m,Mercure Kuta Bali,10
Susana_M,Mercure Kuta Bali,10
Mohamad_D_S,Mercure Kuta Bali,10
Shinta_D,Mercure Kuta Bali,9.7
Fransisca_A,Mercure Kuta Bali,9.7
Windi_A,Mercure Kuta Bali,9.7
ebta_a,Mercure Kuta Bali,9.4
Ivy_S_S,Mercure Kuta Bali,9.4
Diana_R,Mercure Kuta Bali,8.5
ade_m_s,favehotel Kuta Kartika Plaza,10
ade_m_s,favehotel Kuta Kartika Plaza,10
ade_m_s,favehotel Kuta Kartika Plaza,10
Lucia_N,favehotel Kuta Kartika Plaza,9.7
Nur_N_H_H,favehotel Kuta Kartika Plaza,9.7
Budi_S,favehotel Kuta Kartika Plaza,9.7
Aria_Z,favehotel Kuta Kartika Plaza,9.4
Made_Y,favehotel Kuta Kartika Plaza,9.1
Mega_I_R,favehotel Kuta Kartika Plaza,9
Ni_Putu_A_L_C,favehotel Kuta Kartika Plaza,8.8
Tintin_P,Prama Sanur Beach Bali,10
Mahendra_p_k,Prama Sanur Beach Bali,10
Eka_S,Prama Sanur Beach Bali,10
Ni_Luh_M_Y,Prama Sanur Beach Bali,10
Nadya_S,Prama Sanur Beach Bali,10
Kristin_N,Prama Sanur Beach Bali,10
Wilda_R,Prama Sanur Beach Bali,10
Yohana_Y,Prama Sanur Beach Bali,10
Poppy_M_M,Prama Sanur Beach Bali,10
soegik,Prama Sanur Beach Bali,10
fienny_i,Infinity8 Bali,10
Deny_H_S,Infinity8 Bali,10
Dhiany_P_A_L,Infinity8 Bali,10
Maisyaroh,Infinity8 Bali,9.7
Khenzo_G,Infinity8 Bali,9.7
ALIN_Y,Infinity8 Bali,9.7
Mathias_A,Infinity8 Bali,9.7
Yugo_W_S,Infinity8 Bali,9.7
Stephanus,Infinity8 Bali,9.4
arifa_t,Infinity8 Bali,9.4
Barbie_Q,Natya Hotel Kuta,10
Ela_R_F,Natya Hotel Kuta,10
Nurfadilah,Natya Hotel Kuta,10
onesimus_a_u,Natya Hotel Kuta,10
Imroatun_N,Natya Hotel Kuta,10
Dewi_Y_A_M,Natya Hotel Kuta,10
Sari_D,Natya Hotel Kuta,10
Unggul_S_F,Natya Hotel Kuta,10
ERNAWATI,Natya Hotel Kuta,9.7
Iwan_A,Natya Hotel Kuta,9.7
AGUNG_B_S_S,Mega Boutique Hotel & Spa,9.7
Fadhlillah_G_F,Mega Boutique Hotel & Spa,9.7
Salsabila_M_F,Mega Boutique Hotel & Spa,9.7
Riska_a,Mega Boutique Hotel & Spa,9.7
yovie_s,Mega Boutique Hotel & Spa,9.7
Arisma_N,Mega Boutique Hotel & Spa,9.7
Arisma_N,Mega Boutique Hotel & Spa,9.7
Agus_K,Mega Boutique Hotel & Spa,9.7
Didi_N_P,Mega Boutique Hotel & Spa,9.4
amelia_i,Mega Boutique Hotel & Spa,9.4
Lili_R_S,Grand Zuri Kuta Bali,10
Rivena_A,Grand Zuri Kuta Bali,10
Ardhina_F,Grand Zuri Kuta Bali,10
evita_h,Grand Zuri Kuta Bali,10
Betty_F,Grand Zuri Kuta Bali,10
Winda_E_H,Grand Zuri Kuta Bali,10
Bernard_T,Grand Zuri Kuta Bali,10
Cucuk_H,Grand Zuri Kuta Bali,10
Nitha_B,Grand Zuri Kuta Bali,10
Ika_N_C,Grand Zuri Kuta Bali,10
Herdian_P,Tijili Benoa Hotel,10
Hafizhuddin_S_W,Tijili Benoa Hotel,9.7
Fendy_P,Tijili Benoa Hotel,9.6
Etri_S,Tijili Benoa Hotel,9.4
Arif_I,Tijili Benoa Hotel,8.9
Andario_D_W,Tijili Benoa Hotel,8.8
Made_R_N,Tijili Benoa Hotel,8.5
Okaido_S,Tijili Benoa Hotel,9.7
Fergie_A,Tijili Benoa Hotel,9.7
DIAN_V_L,Tijili Benoa Hotel,9.7
Luluk_M,Hotel Neo+ Kuta - Legian by ASTON,10
Rafika_s,Hotel Neo+ Kuta - Legian by ASTON,10
Yeni_W_H,Hotel Neo+ Kuta - Legian by ASTON,10
Hening_S,Hotel Neo+ Kuta - Legian by ASTON,10
Adelia_N_I,Hotel Neo+ Kuta - Legian by ASTON,10
Selvia_H,Hotel Neo+ Kuta - Legian by ASTON,10
Yessica_M_V_L,Hotel Neo+ Kuta - Legian by ASTON,10
Lugeng_g,Hotel Neo+ Kuta - Legian by ASTON,10
